index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,medium_bullish,weak_bullish,SNO
2024-05-14,3337.HK,0.4600000083446502,0.4749999940395355,0.449999988079071,0.4600000083446502,0.4345633685588836,8490000.0,0.0,0.0,0.4405807857031828,0.4346533234382917,0.4280737698918347,0.4249891818730876,0.4221343785022026,True,True,True,False,0.0250000059604645,0.0106250010430813,0.0159375015646219,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2024/04/15,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3337.HK
2007-03-13,3339.HK,3.444999933242798,3.5350000858306885,3.0450000762939453,3.2049999237060547,1.2649096250534058,66710000.0,0.0,0.0,3.175902009684666,3.0817887580297243,2.809817078297953,2.4286986621145097,1.7912823035962753,True,True,True,False,0.4900000095367431,0.2043333053588867,0.3064999580383301,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2007/03/01,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2007-03-29,3339.HK,3.4600000381469727,3.7200000286102295,3.440000057220459,3.7200000286102295,1.4681637287139893,19440000.0,0.0,0.0,3.439214071854651,3.3118634197074037,3.0379726823337787,2.6359648367516573,1.938084858471734,True,True,True,False,0.2799999713897705,0.1614285366875783,0.2421428050313674,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2007/03/01,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2007-04-04,3339.HK,3.875,4.085000038146973,3.859999895095825,4.085000038146973,1.6122174263000488,17368000.0,0.0,0.0,3.697320761449695,3.489840933241669,3.163992453177581,2.7322444552257963,1.9994640372696029,True,True,True,False,0.2250001430511474,0.1524999311992097,0.2287498967988146,HH,HHHLLH,3.559999942779541,2007-04-17,3.674999952316284,2007-04-18,3.7300000190734863,0.05,3.369999885559082,3.0999999046325684,TP2-2007/03/01,True,True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2007-11-05,3339.HK,4.119999885559082,4.119999885559082,3.940000057220459,3.974999904632568,1.579512357711792,10276000.0,0.0,0.0,4.120490310841804,4.137961318827424,4.152758821590921,4.0703521913260285,3.4457473424832075,False,False,False,False,0.179999828338623,0.1646874397993087,0.247031159698963,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2007/10/23,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2007-11-12,3339.HK,3.700000047683716,3.700000047683716,3.375,3.525000095367432,1.4006998538970947,20772000.0,0.0,0.0,3.9396827314542935,4.038422155783446,4.103204999940936,4.052688708556,3.4630847338974027,False,False,False,False,0.3250000476837158,0.1689999580383299,0.2534999370574949,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2007/10/23,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2012-06-01,3339.HK,2.359999895095825,2.470000028610229,2.299999952316284,2.309999942779541,1.0804063081741333,16888101.0,0.0,0.0,2.3778007168662665,2.439375401663627,2.58981174091128,2.7351332006308136,3.0635490556377225,False,False,False,False,0.1700000762939448,0.1206250041723251,0.1809375062584877,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2012/05/16,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2012-06-06,3339.HK,2.0999999046325684,2.0999999046325684,2.039999961853028,2.049999952316284,0.9588022232055664,15315000.0,0.0,0.0,2.23765340615344,2.350932473359601,2.530978737519806,2.6963859158098407,3.03998571954904,False,False,False,False,0.0599999427795405,0.1188235423144172,0.1782353134716258,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2012/05/16,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2025-11-05,3339.HK,3.0799999237060547,3.109999895095825,3.009999990463257,3.0999999046325684,3.0999999046325684,4445000.0,0.0,0.0,3.0663112307670937,3.010924142339953,2.912258068592194,2.710484224910653,2.2809525807774462,True,True,True,False,0.0999999046325683,0.0894118337070241,0.1341177505605361,HL,HLLHLL,3.220000028610229,2025-11-10,2.900000095367432,2025-11-21,2.890000104904175,-0.1,2.799999952316284,2.799999952316284,BY1-2025/10/14,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2025-11-10,3339.HK,3.1700000762939453,3.220000028610229,3.119999885559082,3.1600000858306885,3.1600000858306885,7806851.0,0.0,0.0,3.1140953659149733,3.049567575933795,2.9417537041749777,2.7374315441228187,2.302113603753726,True,True,True,False,0.100000143051147,0.0921053509963186,0.1381580264944779,LH,LHLLLH,2.890000104904175,2025-11-21,2.9800000190734863,2025-11-27,3.0199999809265137,0.04,3.009999990463257,2.799999952316284,TP1-2025/10/14,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3339.HK
2011-09-23,0336.HK,6.340000152587891,6.409999847412109,5.800000190734863,6.300000190734863,3.40677261352539,8391505.0,0.0,0.0,6.172746021407424,6.107936165232219,6.588671569119187,7.682126483844083,9.131442671406658,False,False,False,False,0.6099996566772461,0.2881249785423279,0.4321874678134918,HL,HLLHHL,6.800000190734863,2011-09-28,6.070000171661377,2011-10-04,5.960000038146973,-0.12,5.239999771118164,5.239999771118164,BY1-2011/09/08,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,336.HK
2011-10-06,0336.HK,6.599999904632568,6.980000019073486,6.409999847412109,6.739999771118164,3.6447057723999023,24221194.0,0.0,0.0,6.331217288365021,6.230751784592555,6.533368041665577,7.509357362307598,8.980407034306905,False,False,False,False,0.570000171661377,0.3920000076293945,0.5880000114440918,HH,HHLLLH,4.139999866485596,2011-10-19,4.730000019073486,2011-10-20,4.909999847412109,0.19,4.820000171661377,4.820000171661377,TP1-2011/09/08,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,336.HK
2011-10-18,0336.HK,5.119999885559082,5.150000095367432,4.820000171661377,4.889999866485596,2.644304275512696,19842460.0,0.0,0.0,5.6542417449633104,5.891283490083524,6.282474165999259,7.232108356730508,8.773594601496063,False,False,False,False,0.3299999237060547,0.4726667404174804,0.7090001106262207,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL2-2011/09/08,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,False,,,336.HK
2021-01-26,0336.HK,13.420000076293944,13.420000076293944,12.039999961853027,12.579999923706056,11.220555305480955,10007000.0,0.0,0.0,12.130494846374653,11.494054092603246,10.623739686680764,9.385199045289854,7.13674526208162,True,True,True,False,1.3800001144409162,0.8099999109903968,1.2149998664855952,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/01/07,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,336.HK
2021-02-23,0336.HK,9.760000228881836,9.970000267028809,9.270000457763672,9.289999961853027,8.286083221435547,8046000.0,0.0,0.0,9.949872201626372,10.412088906187916,10.446657891846574,9.656283928405989,7.546960387793817,False,False,False,False,0.6999998092651367,0.9256251454353334,1.388437718153,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2021/01/07,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,336.HK
2021-09-01,0336.HK,18.86000061035156,18.959999084472656,16.8799991607666,16.979999542236328,15.262676239013672,15048500.0,0.0,0.0,18.16037884221192,18.082463246133194,17.40585580376578,15.51125457788786,11.966981905713697,True,True,True,False,2.0799999237060547,1.1649997234344482,1.7474995851516724,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/08/11,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,336.HK
2021-09-23,0336.HK,15.640000343322754,16.459999084472656,14.779999732971191,15.119999885559082,13.642212867736816,9086196.0,0.0,0.0,16.150823261046277,16.786475173187142,16.992132272696836,15.779412988602433,12.488548860119332,False,False,False,False,1.6799993515014648,0.8399998801095148,1.259999820164272,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2021/08/11,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,336.HK
2022-11-16,3369.HK,1.0700000524520874,1.090000033378601,1.0499999523162842,1.0700000524520874,0.9239932894706726,1665500.0,0.0,0.0,1.0426583916235803,1.0346023679080631,1.0513192869154495,1.086622684533402,1.156745084565061,False,False,False,False,0.0400000810623168,0.0193333228429157,0.0289999842643736,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2022/10/19,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3369.HK
2001-11-12,0338.HK,0.5466660261154175,0.5533329844474792,0.5199999809265137,0.526665985584259,0.2355985045433044,7041000.0,0.0,0.0,0.5452846093570396,0.5228384725517542,0.5158029202677521,0.5503924471827696,0.6109270332862365,False,False,True,False,0.0333330035209655,0.0262743515126845,0.0394115272690268,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2001/10/17,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2002-08-05,0338.HK,0.699999988079071,0.699999988079071,0.6666659712791443,0.6733329892158508,0.30120849609375,10215000.0,0.0,0.0,0.7015600106862099,0.7225156675017191,0.7398854116411785,0.7286580768271322,0.6853543620927977,False,False,False,False,0.0333340167999267,0.0290475189685821,0.0435712784528732,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2002/07/25,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2002-08-22,0338.HK,0.7400000095367432,0.7533329725265503,0.7400000095367432,0.7466660141944885,0.3340133130550384,31809000.0,0.0,0.0,0.7038215714208913,0.7027706095303168,0.7193581898619438,0.7192189616067993,0.6854527737578581,False,False,False,False,0.0133329629898071,0.0266666369778769,0.0399999554668154,HH,HHHLLH,0.6733329892158508,2002-08-29,0.713333010673523,2002-09-02,0.713333010673523,0.06,0.6200000047683716,0.6200000047683716,TP1-2002/07/25,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2002-08-29,0338.HK,0.6933330297470093,0.699999988079071,0.6733329892158508,0.6800000071525574,0.3041909337043762,12654000.0,0.0,0.0,0.7061492371417494,0.7052541429170134,0.7183095356964528,0.7187254110963521,0.6863241038089252,False,False,False,False,0.0266669988632202,0.0257142058440617,0.0385713087660925,HL,HLLHLL,0.713333010673523,2002-09-02,0.6800000071525574,2002-09-06,0.6733329892158508,-0.06,0.6200000047683716,0.6200000047683716,BY1-2002/08/07,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2002-09-23,0338.HK,0.6266660094261169,0.6266660094261169,0.6066660284996033,0.6066660284996033,0.2713857591152191,9855000.0,0.0,0.0,0.653618867133559,0.6721218272396778,0.6939292622434171,0.7050090835293549,0.6845614286554121,False,False,False,False,0.0199999809265136,0.0187499336898326,0.028124900534749,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2002/08/07,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,338.HK
2003-07-18,0338.HK,1.1466660499572754,1.159999966621399,1.0933330059051514,1.1533329486846924,0.5381696820259094,25284000.0,0.0,0.0,1.1461059327886054,1.1014552826191208,1.026199227017567,0.952877509577567,0.8494930609098499,True,True,True,False,0.0666669607162475,0.0433334325041089,0.0650001487561634,HL,HLLHLL,1.1733330488204956,2003-07-21,1.0466660261154177,2003-07-23,1.0399999618530271,-0.11,0.959999978542328,0.959999978542328,BY1-2003/06/23,True,True,True,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2003-08-01,0338.HK,1.1733330488204956,1.2599999904632568,1.1733330488204956,1.2599999904632568,0.587942898273468,50170894.0,0.0,0.0,1.169682344986312,1.1356398729474024,1.0675321911552085,0.9883875051222382,0.8723745597245354,True,True,True,False,0.0866669416427612,0.0471112012863159,0.0706668019294739,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2003/06/23,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2009-02-13,0338.HK,1.2599999904632568,1.3466659784317017,1.2400000095367432,1.326665997505188,0.7322240471839905,22172158.0,0.0,0.0,1.291301253597871,1.2761602025192975,1.2555892527738772,1.2942845890025128,1.6563563507662658,False,False,True,False,0.1066659688949585,0.053749993443489,0.0806249901652336,HL,HLLHLL,1.373332977294922,2009-02-16,1.1200000047683716,2009-03-02,1.0133329629898071,-0.26,1.100000023841858,1.100000023841858,BY1-2009/01/19,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2009-02-16,0338.HK,1.3600000143051147,1.373332977294922,1.2999999523162842,1.373332977294922,0.7579807639122009,15054000.0,0.0,0.0,1.3062161124518803,1.2846100090215258,1.2602066537354868,1.2958499036221645,1.654101184443785,False,False,True,False,0.0733330249786379,0.0549999922513961,0.0824999883770943,LH,LHLLLH,1.0133329629898071,2009-03-02,1.1866660118103027,2009-03-05,1.2400000095367432,0.22,1.1733330488204956,1.100000023841858,TP1-2009/01/19,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2013-07-03,0338.HK,1.766666054725647,1.7799999713897705,1.600000023841858,1.6200000047683716,0.9509259462356568,28822894.0,0.0,0.0,1.6548352764161742,1.6823136582065756,1.7645680431051372,1.8169530342691809,1.7984344826652858,False,False,False,False,0.1799999475479126,0.0800000854900905,0.1200001282351358,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2013/06/20,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2020-10-20,0338.HK,1.4700000286102295,1.4700000286102295,1.440000057220459,1.4600000381469729,1.2390687465667725,9277864.0,0.0,0.0,1.4689734154582574,1.4770936845275895,1.5602963555468417,1.6933999949635703,2.029722863706423,False,False,False,False,0.0299999713897705,0.0382352857028736,0.0573529285543104,HL,HLLHLL,1.5399999618530271,2020-10-23,1.4199999570846558,2020-10-28,1.4199999570846558,-0.08,1.409999966621399,1.3200000524520874,BY1-2020/09/18,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2020-11-09,0338.HK,1.5299999713897705,1.559999942779541,1.5,1.5099999904632568,1.281502604484558,30563034.0,0.0,0.0,1.49134422458779,1.483040847837558,1.528689641939362,1.6448029418433463,1.975468231334859,False,False,False,False,0.059999942779541,0.0478947162628173,0.071842074394226,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2020/09/18,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2020-11-16,0338.HK,1.5800000429153442,1.600000023841858,1.5399999618530271,1.5800000429153442,1.3409100770950315,27504916.0,0.0,0.0,1.5615569436718295,1.527758494794734,1.542862714857204,1.641246983663407,1.9610507182287384,False,False,False,False,0.0600000619888307,0.0519999921321868,0.0779999881982803,HL,HLHHHL,1.809999942779541,2020-11-25,1.7200000286102295,2020-11-30,1.6200000047683716,-0.1,1.4600000381469729,1.4199999570846558,BY1-2020/10/23,False,False,True,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2020-11-23,0338.HK,1.590000033378601,1.7300000190734863,1.590000033378601,1.7200000286102295,1.4597247838974,69416692.0,0.0,0.0,1.6019414932315026,1.5610788761074308,1.5561437478520177,1.638753963302704,1.947458971797385,False,False,True,False,0.1399999856948852,0.0531579005090813,0.079736850763622,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2020/10/23,False,False,False,False,True,True,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2020-11-25,0338.HK,1.7400000095367432,1.809999942779541,1.659999966621399,1.659999966621399,1.4088040590286257,56298836.0,0.0,0.0,1.6226219788838534,1.5783285085548526,1.564506394072423,1.6397811566601397,1.942975249159248,False,False,True,False,0.1499999761581421,0.0538888971010843,0.0808333456516265,HH,HHHLLH,1.6200000047683716,2020-11-30,1.7799999713897705,2020-12-01,1.7899999618530271,0.1,1.5,1.4199999570846558,TP2-2020/10/23,False,False,True,False,False,True,True,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2023-03-08,0338.HK,1.440000057220459,1.440000057220459,1.399999976158142,1.4199999570846558,1.3948324918746948,12785000.0,0.0,0.0,1.4018060869155975,1.3945082558569988,1.3741389004795617,1.3399825874884326,1.392456044533594,False,True,True,False,0.0400000810623168,0.034117628546322,0.0511764428194831,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2023/02/20,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2023-03-15,0338.HK,1.4500000476837158,1.5099999904632568,1.4500000476837158,1.5,1.473414659500122,34685010.0,0.0,0.0,1.4254180833326282,1.40857036360752,1.3842979999883998,1.3484620003927266,1.3938667164247769,False,True,True,False,0.059999942779541,0.0399999899022719,0.0599999848534079,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2023/02/20,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,338.HK
2010-06-29,3382.HK,1.830000042915344,1.830000042915344,1.7100000381469729,1.7300000190734863,0.8622233867645264,7137900.0,0.0,0.0,1.7854648391050183,1.7576855616000056,1.861402475339704,2.0803841052668712,2.398800521428764,False,False,False,False,0.1200000047683711,0.05600000222524,0.0840000033378601,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2010/05/31,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2014-02-17,3382.HK,1.2200000286102295,1.2300000190734863,1.1699999570846558,1.2000000476837158,0.6690657138824463,9878000.0,0.0,0.0,1.183909976472826,1.1835651236136242,1.2175479959317594,1.2250919101130044,1.179932731854043,False,False,False,False,0.0600000619888305,0.035294119049521,0.0529411785742816,HL,HLLHLL,1.2599999904632568,2014-02-21,1.2300000190734863,2014-03-04,1.1699999570846558,-0.07,1.0700000524520874,1.0700000524520874,BY1-2014/01/29,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2014-02-21,3382.HK,1.2400000095367432,1.2599999904632568,1.2200000286102295,1.2300000190734863,0.6857923269271851,5359000.0,0.0,0.0,1.211558874315479,1.1991159625055374,1.220099139552095,1.225846017919903,1.181665738174322,False,False,False,False,0.0399999618530273,0.0394117621814503,0.0591176432721754,LH,LHLLLH,1.1699999570846558,2014-03-04,1.2200000286102295,2014-03-06,1.25,0.07,1.149999976158142,1.0700000524520874,TP1-2014/01/29,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2016-01-05,3382.HK,1.2400000095367432,1.2599999904632568,1.2100000381469729,1.2300000190734863,0.7321159839630127,3686000.0,0.0,0.0,1.232752061671466,1.2173693801871153,1.2404025233289055,1.3299434858010255,1.478643998194672,False,False,False,False,0.0499999523162839,0.0335294078378116,0.0502941117567174,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2015/12/02,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2016-01-20,3382.HK,1.1299999952316284,1.1299999952316284,1.0700000524520874,1.0700000524520874,0.636881411075592,4744000.0,0.0,0.0,1.135188261527135,1.1664521542087565,1.2061160832483415,1.293820430951084,1.4508588415197257,False,False,False,False,0.059999942779541,0.0406249910593032,0.0609374865889548,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2015/12/02,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2020-06-11,3382.HK,0.5199999809265137,0.5299999713897705,0.5099999904632568,0.5199999809265137,0.3580591380596161,788000.0,0.0,0.0,0.5180598080328944,0.5108678140616348,0.5261771034719773,0.5730725393967232,0.6719723484470557,False,False,False,False,0.0199999809265136,0.0156249981373548,0.0234374972060322,HL,HLHHHL,0.5699999928474426,2020-06-17,0.550000011920929,2020-06-18,0.5400000214576721,-0.05,0.4699999988079071,0.4699999988079071,BY1-2020/05/08,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2020-06-17,3382.HK,0.5400000214576721,0.5699999928474426,0.5199999809265137,0.5600000023841858,0.3856021761894226,2840000.0,0.0,0.0,0.5303743171834344,0.5193814450507279,0.527933657399291,0.5703587616722362,0.667740803969819,False,False,False,False,0.0500000119209289,0.0173333386580149,0.0260000079870224,HH,HHHLLH,0.5400000214576721,2020-06-18,0.5699999928474426,2020-06-19,0.5699999928474426,0.06,0.4699999988079071,0.4699999988079071,TP1-2020/05/08,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2020-07-06,3382.HK,0.5600000023841858,0.6200000047683716,0.550000011920929,0.6000000238418579,0.4131452441215515,3046000.0,0.0,0.0,0.5566303196490081,0.5428198062365448,0.537662064278079,0.567301666729982,0.6582160207734125,False,False,True,False,0.0699999928474426,0.0178571471146174,0.0267857206719262,HH,HHHLHH,0.5799999833106995,2020-07-08,0.6399999856948853,2020-07-09,0.6600000262260437,0.14,0.5199999809265137,0.5099999904632568,TP2-2020/05/08,False,False,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2020-07-09,3382.HK,0.6100000143051147,0.6600000262260437,0.6100000143051147,0.6399999856948853,0.4406881928443908,2556000.0,0.0,0.0,0.5823016529183754,0.5592302301571215,0.5459187199422595,0.569807754818532,0.6570757703406304,False,False,True,False,0.0500000119209289,0.0192857214382716,0.0289285821574074,HH,HHLLLH,0.5799999833106995,2020-07-13,0.5899999737739563,2020-07-14,0.6200000047683716,0.07,0.5199999809265137,0.5099999904632568,TP3-2020/05/08,False,False,True,False,False,False,True,False,False,False,False,0.0,0.0,0.0,False,,,3382.HK
2024-10-09,3396.HK,8.229999542236328,8.229999542236328,7.300000190734863,7.510000228881836,7.510000228881836,8384800.0,0.0,0.0,7.6878238100159155,6.919381094637257,6.316355900923995,6.143715814612549,6.442639249500399,False,True,True,False,0.9299993515014648,0.3366667111714681,0.5050000667572022,HL,HLLHLL,7.949999809265137,2024-10-10,6.900000095367432,2024-10-17,6.829999923706055,-0.14,5.53000020980835,5.190000057220459,BY1-2024/09/03,False,True,True,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3396.HK
2025-06-19,3396.HK,8.350000381469727,8.399999618530273,8.069999694824219,8.260000228881836,8.260000228881836,1714600.0,0.0,0.0,8.316927709231296,8.216673090550856,8.135006442876755,8.04295821006141,7.6274664000189185,True,True,True,False,0.3299999237060547,0.2279999097188313,0.341999864578247,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/05/30,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3396.HK
2025-06-24,3396.HK,8.34000015258789,8.640000343322754,8.34000015258789,8.609999656677246,8.609999656677246,1745985.0,0.0,0.0,8.345755269449587,8.251415253646122,8.159713327924727,8.0608434498382,7.6445540690609874,True,True,True,False,0.3000001907348633,0.2488234463860006,0.373235169579001,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2025/05/30,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,3396.HK
2025-06-26,3396.HK,8.75,9.149999618530272,8.609999656677246,8.899999618530273,8.899999618530273,4606648.0,0.0,0.0,8.505174911679417,8.346605103397534,8.210608088814665,8.09064273399556,7.663216719264287,True,True,True,False,0.5399999618530256,0.2777777512868244,0.4166666269302367,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/05/30,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,False,,,3396.HK
2025-07-16,3396.HK,9.470000267028809,9.59000015258789,9.390000343322754,9.399999618530272,9.399999618530272,1183700.0,0.0,0.0,9.22386160058558,8.944115748837092,8.599618683961372,8.334233880267456,7.809615745860879,True,True,True,False,0.1999998092651367,0.2927779091729056,0.4391668637593584,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2025/05/30,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,False,,,3396.HK
2002-07-05,0340.HK,0.959999978542328,0.9700000286102296,0.9200000166893004,0.9300000071525574,0.9256063103675842,270000.0,0.0,0.0,0.9213020054305838,0.926525352082322,0.9443806004596602,1.0054824635080128,1.4641703237704369,False,False,False,False,0.0500000119209291,0.0449999783720288,0.0674999675580433,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2002/06/24,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,340.HK
2002-07-19,0340.HK,0.7200000286102295,0.7599999904632568,0.7200000286102295,0.7599999904632568,0.7564094662666321,884020.0,0.0,0.0,0.8444794403475342,0.8787558908559774,0.914270210386132,0.9783040565611004,1.4174907301446134,False,False,False,False,0.0399999618530273,0.0407142766884394,0.0610714150326592,LL,LLLHLL,0.8100000023841858,2002-07-22,0.6499999761581421,2002-07-26,0.5899999737739563,-0.27,0.7200000286102295,0.7200000286102295,CL1-2002/06/24,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,340.HK
2006-05-08,0340.HK,2.190000057220459,2.190000057220459,2.0,2.059999942779541,2.0502676963806152,906820.0,0.0,0.0,2.1472963569804597,2.097415181082668,2.0145173316977063,1.882042391578624,1.7283815405769551,True,True,True,False,0.1900000572204589,0.1430769241773165,0.2146153862659748,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2006/04/13,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,340.HK
2006-05-29,0340.HK,2.0,2.450000047683716,1.919999957084656,2.3399999141693115,2.3289449214935303,6741800.0,0.0,0.0,2.011515220169452,2.013190109625137,1.9986874908500225,1.9070319416427404,1.756622085444396,False,False,False,False,0.5300000905990598,0.1079999923706055,0.1619999885559083,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2006/04/13,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,340.HK
2006-05-30,0340.HK,2.3299999237060547,2.799999952316284,2.3299999237060547,2.700000047683716,2.687244176864624,16613640.0,0.0,0.0,2.1366942797175,2.072912712934579,2.026189944059187,1.922734280376225,1.7641390413188127,True,True,True,False,0.4700000286102295,0.1206666628519694,0.1809999942779542,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2006/04/13,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,False,,,340.HK
2006-06-01,0340.HK,2.75,3.450000047683716,2.75,3.400000095367432,3.383937120437622,17256900.0,0.0,0.0,2.3663862461993057,2.1883116157548272,2.080064851953628,1.9519870687918923,1.777173790753463,True,True,True,False,0.7000000476837158,0.1479999860127767,0.2219999790191651,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2006/04/13,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,False,,,340.HK
