index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,medium_bullish,weak_bullish,SNO
2003-10-31,0363.HK,14.541918754577637,15.42922306060791,14.394035339355469,15.330633163452148,5.347446918487549,5257781,0.0,0.0,14.800233541991211,14.686300569788193,14.100804965960018,13.240853319595256,12.534115259275325,True,True,True,False,1.0351877212524414,0.3943571090698243,0.5915356636047365,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2003/09/24,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,363.HK
2003-11-03,0363.HK,15.577107429504396,16.562999725341797,15.577107429504396,16.168642044067383,5.63975191116333,2596686,0.0,0.0,15.049035087823242,14.815199828421166,14.181896616081875,13.29882933394124,12.563075632062512,True,True,True,False,0.9858922958374006,0.4239338556925455,0.6359007835388183,HH,HHHLLH,15.281338691711426,2003-11-06,16.217937469482422,2003-11-10,16.316526412963867,0.07,13.950383186340332,13.950383186340332,TP2-2003/09/24,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,,,363.HK
2003-11-28,0363.HK,16.562999725341797,17.548891067504883,16.562999725341797,17.499597549438477,6.103999614715576,5133417,0.0,0.0,16.435535745493972,16.03177527423334,15.26510780169207,14.212209678641074,13.071905838165984,True,True,True,False,0.985891342163086,0.4436517953872676,0.6654776930809014,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2003/09/24,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,363.HK
2007-02-28,0363.HK,17.94325065612793,18.199581146240234,17.94325065612793,18.04183959960937,6.99165153503418,2569244,0.0,0.0,18.401580690770672,18.06959582661069,17.418929797118054,16.71668471478651,15.996379709209371,True,True,True,False,0.2563304901123047,0.5137597190009218,0.7706395785013826,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2007/01/23,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,363.HK
2007-04-17,0363.HK,19.264345169067383,20.457275390625,19.264345169067383,20.21080207824707,7.832176208496094,7805011,0.0,0.0,18.721350339182703,18.242785665794653,17.807027818916065,17.24031169297951,16.38884096543023,True,True,True,False,1.1929302215576172,0.3382368821364174,0.5073553232046262,HH,HHHLHH,19.56011390686035,2007-04-19,20.112213134765625,2007-04-23,20.70375061035156,0.06,17.64748191833496,16.858766555786133,TP1-2007/01/23,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,363.HK
2007-05-02,0363.HK,20.26009750366211,21.295284271240234,20.26009750366211,21.098106384277344,8.176029205322266,4501503,0.0,0.0,19.98708279888333,19.34837590484923,18.54944145539764,17.74901151532378,16.669533455405684,True,True,True,False,1.035186767578125,0.5775688489278158,0.8663532733917236,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2007/01/23,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,363.HK
2007-05-03,0363.HK,21.245990753173828,22.675535202026367,21.245990753173828,22.62624168395996,8.768217086791992,8157605,0.0,0.0,20.46692986889726,19.633407711728424,18.70931597416479,17.8455903305443,16.716997265991775,True,True,True,False,1.429544448852539,0.6582731100229119,0.9874096650343678,HH,HHHLHH,21.49246406555176,2007-05-11,22.77412414550781,2007-05-15,24.105079650878903,0.12,18.929141998291016,18.02212142944336,TP3-2007/01/23,True,True,True,False,False,False,True,False,False,False,0.0,0,0,False,,,363.HK
2016-02-25,0363.HK,16.523563385009766,16.582717895507812,16.030616760253906,16.070053100585938,8.424721717834473,1248872,0.0,0.0,16.39284643454391,16.57143086420757,17.443995308759455,18.621993847324696,20.80443046419585,False,False,False,False,0.5521011352539062,0.4250294367472333,0.63754415512085,HL,HLHHHL,17.884096145629883,2016-03-07,16.937639236450195,2016-03-10,16.661588668823242,-0.07,15.103878021240234,14.886981964111328,BY1-2016/01/29,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,363.HK
2016-03-02,0363.HK,16.937639236450195,17.292560577392578,16.937639236450195,17.1545352935791,8.993260383605957,2151884,0.0,0.0,16.634106091635783,16.64340939226813,17.348376079592047,18.48141051879087,20.67804128251472,False,False,False,False,0.3549213409423828,0.4358683134380142,0.6538024701570213,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2016/01/29,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,363.HK
2016-03-22,0363.HK,18.002403259277344,18.10099220275879,17.785507202148438,17.9038143157959,9.386070251464844,704944,0.0,0.0,17.622945647332553,17.324289400062593,17.430567118206767,18.24686831491539,20.342348013641903,False,False,False,False,0.3154850006103515,0.4480332268608941,0.6720498402913411,HH,HHHLLH,17.23340606689453,2016-03-29,18.02212142944336,2016-03-31,18.04183959960937,0.05,16.661588668823242,16.030616760253906,TP2-2016/01/29,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,363.HK
2012-01-11,3633.HK,0.6600000262260437,0.75,0.6600000262260437,0.75,0.6978256702423096,200000,0.0,0.0,0.7177618822262035,0.706216667079562,0.6966947475525366,0.6862019267550961,0.6765476921170283,True,True,True,False,0.0899999737739563,0.0119999965031941,0.0179999947547912,HL,HLLHHL,0.7200000286102295,2012-01-12,0.7200000286102295,2012-01-17,0.6800000071525574,-0.06,0.5799999833106995,0.5799999833106995,TP1-2011/12/07,True,True,True,True,True,False,False,False,False,False,0.0,0,0,False,,,3633.HK
2012-02-24,3633.HK,0.8100000023841858,0.8700000047683716,0.8100000023841858,0.8199999928474426,0.7629561424255371,1186000,0.0,0.0,0.7553171457133839,0.7430049425053854,0.7257657900963416,0.7075874290430906,0.6878794508453828,True,True,True,False,0.0600000023841857,0.0,0.0,HH,HHLLLH,0.699999988079071,2012-03-01,0.7799999713897705,2012-03-05,0.7699999809265137,0.1,0.699999988079071,0.699999988079071,TP2-2011/12/07,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,,,3633.HK
2012-03-15,3633.HK,0.8500000238418579,0.9800000190734864,0.8500000238418579,0.959999978542328,0.8932169675827026,2958142,0.0,0.0,0.824278853647993,0.79089829434281,0.7573493589933001,0.7286521231368185,0.6986005518098511,True,True,True,False,0.1299999952316285,0.0089999914169311,0.0134999871253967,HH,HHHLLH,0.8600000143051147,2012-03-21,0.9300000071525574,2012-03-26,0.959999978542328,0.12,0.699999988079071,0.699999988079071,TP3-2011/12/07,True,True,True,False,False,False,True,False,False,False,0.0,0,0,False,,,3633.HK
2016-01-21,3633.HK,1.690000057220459,1.850000023841858,1.5800000429153442,1.659999966621399,1.5445210933685305,440000,0.0,0.0,1.825790100833279,1.800232274228018,1.788572149449736,1.8350655086027932,1.9461279254193264,False,False,True,False,0.2699999809265136,0.0566666523615519,0.0849999785423279,LL,LLLHHL,1.899999976158142,2016-02-01,1.7200000286102295,2016-02-11,1.7000000476837158,-0.11,1.5800000429153442,1.5800000429153442,BY1-2015/12/09,False,False,True,True,False,False,False,False,False,False,0.0,0,0,False,,,3633.HK
2025-07-29,3650.HK,5.409999847412109,5.460000038146973,5.21999979019165,5.320000171661377,5.320000171661377,974600,0.0,0.0,5.415902595784953,5.285534636470777,5.09401251322999,5.099153238120464,6.461103504653316,False,False,True,False,0.2400002479553222,0.2493750154972076,0.3740625232458114,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/06/25,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,3650.HK
2025-08-06,3650.HK,5.880000114440918,6.0,5.539999961853027,5.989999771118164,5.989999771118164,2909800,0.0,0.0,5.574213164167004,5.415621215612018,5.196273111036375,5.151820099338635,6.418869276522263,False,True,True,False,0.4600000381469726,0.2906249761581421,0.4359374642372131,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2025/06/25,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,3650.HK
2025-08-07,3650.HK,6.050000190734863,6.78000020980835,5.960000038146973,6.539999961853027,6.539999961853027,6997200,0.0,0.0,5.7498107637462805,5.513393280502541,5.248968281656635,5.179308809487434,6.419834461265934,False,True,True,False,0.820000171661377,0.2986666361490885,0.4479999542236328,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/06/25,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,3650.HK
2016-09-14,3669.HK,4.039999961853027,4.110000133514404,3.9800000190734863,4.03000020980835,2.4844095706939697,1057000,0.0,0.0,4.044325874575852,4.001273979718964,3.892857728355305,3.8916760080891466,4.183093415675961,False,True,True,False,0.1300001144409179,0.1588888830608791,0.2383333245913187,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2016/08/29,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,3669.HK
2016-09-30,3669.HK,3.660000085830689,3.660000085830689,3.4800000190734863,3.569999933242798,2.2008297443389893,2410500,0.0,0.0,3.7823777202695408,3.8722452875783406,3.867441010084949,3.8797262704704103,4.153939563180346,False,False,False,False,0.1800000667572026,0.169444441795349,0.2541666626930235,LL,LLLHHL,4.230000019073486,2016-10-25,4.03000020980835,2016-10-28,3.9800000190734863,-0.06,3.549999952316284,3.4800000190734863,CL1-2016/08/29,False,True,True,False,False,False,False,True,False,False,0.0,0,0,False,,,3669.HK
2018-02-27,3669.HK,9.43000030517578,9.470000267028809,8.850000381469727,8.90999984741211,5.646528244018555,2332500,0.0,0.0,9.126916680401006,9.20318486948906,9.341301987785062,9.44055636803498,8.673940842833385,False,False,False,False,0.619999885559082,0.298461473905123,0.4476922108576846,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2018/02/08,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,3669.HK
2018-03-13,3669.HK,9.34000015258789,9.65999984741211,9.210000038146973,9.220000267028809,5.842984199523926,6382500,0.0,0.0,9.127516869416022,9.149775512480923,9.264124715685954,9.37966082995503,8.706932787885162,False,False,False,False,0.4499998092651367,0.3126666386922199,0.4689999580383299,HH,HHHLHH,8.90999984741211,2018-03-15,9.6899995803833,2018-03-20,9.899999618530272,0.11,8.6899995803833,8.329999923706055,TP1-2018/02/08,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,3669.HK
2018-04-09,3669.HK,8.390000343322754,8.390000343322754,7.989999771118164,8.0600004196167,5.107858657836914,4748000,0.0,0.0,8.55225397890814,8.787756706195472,9.024693225401451,9.218061136982916,8.719151625914195,False,False,False,False,0.4000005722045898,0.2942855698721749,0.4414283548082625,LL,LLHHHL,9.380000114440918,2018-04-11,9.0,2018-04-12,8.699999809265137,-0.07,7.989999771118164,7.989999771118164,CL2-2018/02/08,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,3669.HK
2021-11-02,3669.HK,12.4399995803833,12.4399995803833,11.84000015258789,11.9399995803833,8.62364387512207,3978500,0.0,0.0,12.283330894753988,12.137550639855098,12.317985639020629,12.679687676272708,12.260850250605124,False,False,False,False,0.5999994277954102,0.4775000810623168,0.7162501215934751,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/09/29,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,3669.HK
2021-12-23,3669.HK,10.68000030517578,10.699999809265137,10.15999984741211,10.260000228881836,7.410268306732178,5864836,0.0,0.0,10.778752453481696,11.184116491175994,11.659168009736764,12.118640307264611,12.11514277967263,False,False,False,False,0.5399999618530273,0.357333374023438,0.5360000610351571,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2021/09/29,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,3669.HK
2025-08-21,3677.HK,10.949999809265137,10.989999771118164,10.699999809265137,10.979999542236328,10.979999542236328,1041000,0.0,0.0,11.096418952095028,10.923857666993817,10.543643909248184,10.067731233211717,,False,False,True,False,0.2899999618530273,0.3311762529260977,0.4967643793891465,HL,HLLHLL,11.31999969482422,2025-08-25,10.199999809265137,2025-09-02,9.960000038146973,-0.12,10.5,9.949999809265137,BY1-2025/07/18,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,3677.HK
2025-09-08,3677.HK,12.130000114440918,13.010000228881836,11.170000076293944,11.229999542236328,11.229999542236328,18767100,0.0,0.0,10.483189925794946,10.557803571409432,10.47523118974712,10.090746447251806,,False,False,False,False,1.8400001525878924,0.3193332036336263,0.4789998054504395,HH,HHHLLH,10.699999809265137,2025-09-09,12.18000030517578,2025-09-11,12.649999618530272,0.18,9.960000038146973,9.960000038146973,TP1-2025/07/18,False,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,3677.HK
2025-10-24,3677.HK,9.720000267028809,9.720000267028809,8.850000381469727,8.899999618530273,8.899999618530273,15188700,0.0,0.0,10.49923547216125,10.981567593744714,11.0207837075568,10.663254649416194,,False,False,False,False,0.869999885559082,0.5593334197998046,0.8390001296997068,LL,LLLHLL,10.220000267028809,2025-11-11,9.0,2025-11-21,8.539999961853027,-0.16,8.850000381469727,8.850000381469727,CL2-2025/07/18,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,3677.HK
2004-09-22,0369.HK,0.9800000190734864,0.9800000190734864,0.9800000190734864,0.9800000190734864,0.4290990531444549,32000,0.0,0.0,1.0035262830674188,1.0037083138638234,1.0241537810187484,0.9992832492144256,1.0134604698837406,False,False,False,False,0.0,0.0026666680971781,0.0040000021457672,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2004/07/13,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,369.HK
2019-09-18,3698.HK,3.109999895095825,3.1700000762939453,3.009999990463257,3.049999952316284,2.276108503341675,768900,0.0,0.0,3.1104388976674446,3.0674768452375085,3.072034011007862,3.1369522936740992,3.267277415975561,False,False,False,False,0.1600000858306884,0.0683332880338032,0.1024999320507049,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2019/08/29,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,3698.HK
2019-09-20,3698.HK,3.039999961853028,3.039999961853028,2.619999885559082,2.680000066757202,1.9999908208847048,1132100,0.0,0.0,3.0172359670087605,3.0292198325520405,3.054322824415421,3.125439608067496,3.2605642306735385,False,False,False,False,0.4200000762939457,0.0699999531110127,0.1049999296665191,LL,LLLHHL,2.890000104904175,2019-09-26,2.8299999237060547,2019-09-27,2.740000009536743,-0.05,2.619999885559082,2.619999885559082,CL1-2019/08/29,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,3698.HK
2024-12-11,3698.HK,2.400000095367432,2.440000057220459,2.380000114440918,2.4100000858306885,2.265247344970703,154000,0.0,0.0,2.364335384461724,2.3461784490949977,2.3451186661999057,2.338632987863971,2.354840244651974,False,True,True,False,0.059999942779541,0.0459999879201254,0.0689999818801881,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2024/11/20,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,3698.HK
2025-02-06,3698.HK,2.5199999809265137,2.539999961853028,2.5199999809265137,2.5299999713897705,2.378039598464966,147200,0.0,0.0,2.486356677741308,2.4552235509728386,2.41772979634696,2.3862173201825185,2.3730695183297006,True,True,True,False,0.0199999809265141,0.0414285830089023,0.0621428745133534,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2024/11/20,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,3698.HK
2025-03-28,3698.HK,2.7799999713897705,2.789999961853028,2.630000114440918,2.630000114440918,2.472033262252808,18534000,0.0,0.0,2.6321204206940743,2.6121357650067347,2.5609375827113383,2.4956019580704227,2.4287492416768117,True,True,True,False,0.1599998474121098,0.0450000498029921,0.0675000747044881,HH,HHLLLH,2.3399999141693115,2025-04-07,2.5,2025-04-10,2.569999933242798,0.1,2.5999999046325684,2.539999961853028,TP2-2024/11/20,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,3698.HK
2025-04-23,3698.HK,2.8299999237060547,2.9200000762939453,2.819999933242798,2.890000104904175,2.716416835784912,3540400,0.0,0.0,2.704055756482033,2.6480888301616785,2.596443924952823,2.5310065427691977,2.451281390863759,True,True,True,False,0.1000001430511474,0.062000052134196,0.0930000782012941,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2024/11/20,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,3698.HK
2006-12-13,0371.HK,0.339013010263443,0.339013010263443,0.2480580061674118,0.2480580061674118,0.139474332332611,832060,0.0,0.0,0.3095470628610412,0.2846876472377471,0.2677237106811628,0.2812947197038403,0.5245274094054374,False,False,True,False,0.0909550040960311,0.0079142866390092,0.0118714299585137,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2006/10/13,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,371.HK
2009-05-25,0371.HK,0.9756979942321776,0.9756979942321776,0.8930119872093201,0.9095489978790284,0.5114074349403381,39037899,0.0,0.0,0.9537428503419284,0.9149497137221378,0.8567403724294536,0.8244271473761378,0.8717860359165811,False,True,True,False,0.0826860070228575,0.060833569083895,0.0912503536258425,LL,LLHHHL,1.4056669473648071,2009-06-08,1.2733689546585083,2009-06-09,1.1824140548706057,-0.16,0.8930119872093201,0.8020570278167725,BY1-2009/04/24,False,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,371.HK
2009-06-04,0371.HK,1.116265058517456,1.2154879570007324,1.091459035873413,1.1658769845962524,0.6555317044258118,128004256,0.0,0.0,1.0106235467366385,0.9618219764644926,0.8936529203875198,0.8480634922408143,0.8789785515238254,False,True,True,False,0.1240289211273193,0.0661491411072867,0.09922371166093,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2009/04/24,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,371.HK
2009-06-08,0371.HK,1.2402939796447754,1.4056669473648071,1.2154879570007324,1.3477859497070312,0.7578128576278687,119920693,0.0,0.0,1.0999414569096235,1.0142109405607993,0.9229650239531902,0.8647696645885995,0.8852433345619529,False,True,True,False,0.1901789903640747,0.0667851521418644,0.1001777282127966,HH,HHHLLH,1.1824140548706057,2009-06-09,1.2402939796447754,2009-06-10,1.3229809999465942,0.12,0.8930119872093201,0.810325026512146,TP2-2009/04/24,False,True,True,False,False,True,False,False,False,False,0.0,0,0,False,,,371.HK
2009-07-02,0371.HK,1.3477859497070312,1.4387409687042236,1.2402939796447754,1.2568310499191284,0.7066720128059387,54628146,0.0,0.0,1.2539024945029134,1.193186123296183,1.07600569951382,0.9700508191935568,0.9288628214856952,True,True,True,False,0.1984469890594482,0.0904381051659583,0.1356571577489375,HH,HHHLHH,1.174144983291626,2009-07-10,1.4222040176391602,2009-07-23,1.4718159437179563,0.25,1.1245330572128296,1.050115942955017,TP3-2009/04/24,True,True,True,False,False,False,True,False,False,False,0.0,0,0,False,,,371.HK
2010-04-29,0371.HK,2.555006980895996,2.5963499546051025,2.472320079803467,2.538469076156616,1.4272918701171875,3376616,0.0,0.0,2.5145340313883966,2.443108332901592,2.3405394341377823,2.1909072250611605,1.8126448106227289,True,True,True,False,0.1240298748016357,0.0890093550962561,0.1335140326443841,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2010/04/07,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,371.HK
2010-05-07,0371.HK,2.2407989501953125,2.306947946548462,2.215992927551269,2.2242610454559326,1.2506239414215088,12340615,0.0,0.0,2.440709995321024,2.4383294338285566,2.362233334195783,2.219782567411601,1.842452983556998,True,True,True,False,0.0909550189971928,0.0870962301890057,0.1306443452835086,LL,LLLHLL,2.3979029655456543,2010-05-11,1.967934012413025,2010-05-25,1.943127989768982,-0.19,2.215992927551269,2.215992927551269,CL1-2010/04/07,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,371.HK
2024-10-09,0371.HK,2.470000028610229,2.490000009536743,2.299999952316284,2.3299999237060547,2.187318563461304,28141831,0.0,0.0,2.493448703473841,2.418108744134554,2.36755083567157,2.310775257632244,2.161372828817042,True,True,True,False,0.1900000572204589,0.1129412370569565,0.1694118555854348,HL,HLLHLL,2.559999942779541,2024-10-10,2.299999952316284,2024-11-07,2.180000066757202,-0.15,2.0999999046325684,2.0299999713897705,BY1-2024/08/30,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,371.HK
2020-04-22,0373.HK,1.975000023841858,1.975000023841858,1.975000023841858,1.9900000095367432,1.5343239307403564,44200,0.0,0.0,1.9618358895484895,1.9315846664711769,1.9574900412705805,2.035362353460178,2.1558599999075927,False,False,False,False,0.0,0.0116666654745737,0.0174999982118606,HL,HLLHLL,2.1050000190734863,2020-04-23,1.950000047683716,2020-05-14,1.924999952316284,-0.09,1.8450000286102293,1.7599999904632568,BY1-2020/03/12,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,373.HK
2020-06-10,0373.HK,2.190000057220459,2.305000066757202,2.1424999237060547,2.25,1.83999502658844,3320000,0.0,0.0,2.111925126197083,2.05313882273554,2.012927348111448,2.039748812276961,2.1386103780568706,False,False,True,False,0.1625001430511474,0.0129166742165883,0.0193750113248825,HH,HHHLHH,2.164999961853028,2020-06-12,2.3499999046325684,2020-06-24,2.3499999046325684,0.09,1.950000047683716,1.924999952316284,TP1-2020/03/12,False,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,373.HK
2020-07-17,0373.HK,2.5,2.700000047683716,2.5,2.700000047683716,2.207994222640991,1460000,0.0,0.0,2.425751778349813,2.306547844997945,2.173874447940497,2.1228350666967963,2.163057269916912,False,True,True,False,0.2000000476837158,0.0177083015441895,0.0265624523162843,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2020/03/12,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,373.HK
2020-07-20,0373.HK,2.7249999046325684,3.0,2.7249999046325684,3.0,2.453326463699341,2468380,0.0,0.0,2.5301605459225742,2.3668480323894285,2.2062715284134184,2.140204669336464,2.169726136292076,False,True,True,False,0.2750000953674316,0.0413461465101976,0.0620192197652965,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2020/03/12,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,373.HK
2023-03-30,3759.HK,27.966665267944336,27.966665267944336,26.03333282470703,26.733333587646484,25.27933120727539,1468869,0.0,0.0,26.76253778393976,27.615703462420555,29.935093570666908,31.46964097944739,36.52357947113428,False,False,False,False,1.933332443237305,1.4888886345757386,2.233332951863608,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2023/03/15,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,3759.HK
2023-03-31,3759.HK,25.63333320617676,25.66666603088379,21.33333206176757,21.966665267944336,20.771915435791016,23370721,0.0,0.0,25.89056096284968,27.124482749857407,29.62260618624641,31.281463242585943,36.40758812290169,False,False,False,False,4.333333969116215,1.4941172880284934,2.24117593204274,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2023/03/15,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,3759.HK
2001-01-04,0376.HK,16.0,16.0,16.0,16.0,15.93055534362793,1000,0.0,0.0,17.637829356229236,17.359606489772844,17.676513537618767,20.48973580787316,24.977198308992115,False,False,False,False,0.0,0.3035714285714285,0.4553571428571428,LL,LLHHHL,21.5,2001-01-19,20.25,2001-01-23,17.75,-0.17,16.0,16.0,BY1-2000/11/24,False,False,True,True,False,False,False,False,False,False,0.0,0,0,False,,,376.HK
2001-01-08,0376.HK,18.5,19.0,18.0,19.0,18.91753387451172,1400,0.0,0.0,17.86499320540965,17.513395958392863,17.721764322884532,20.40220573012105,24.977198308992115,False,False,False,False,1.0,0.3269230769230769,0.4903846153846154,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2000/11/24,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,376.HK
2001-01-19,0376.HK,21.0,21.5,20.0,21.5,21.40668296813965,1400,0.0,0.0,19.91178449631489,18.844559023713728,18.341317276825794,20.42504603622442,24.977198308992115,False,False,True,False,1.5,0.2083333333333333,0.3125,HH,HHHLLH,17.75,2001-01-23,19.5,2001-01-29,21.25,0.2,16.0,16.0,TP2-2000/11/24,False,False,True,False,False,True,False,False,False,False,0.0,0,0,False,,,376.HK
2001-02-21,0376.HK,26.0,32.5,21.5,25.5,25.38932228088379,499040,0.0,0.0,20.2198638438434,19.459889802909004,18.790165224376384,20.319756025812666,24.977198308992115,False,False,True,False,11.0,0.6538461538461539,0.9807692307692308,HH,HHHLHH,22.0,2001-02-22,30.0,2001-02-26,33.0,0.5,17.5,17.5,TP3-2000/11/24,False,False,True,False,False,False,True,False,False,False,0.0,0,0,False,,,376.HK
2015-03-27,0376.HK,6.0,6.0,5.0,5.260000228881836,5.237170219421387,4229800,0.0,0.0,4.849824882193764,4.388164802043933,4.113081762288646,3.930331507479023,3.602651765004652,True,True,True,False,1.0,0.2627272389151832,0.3940908583727748,HL,HLLHHL,5.900000095367432,2015-03-30,5.340000152587891,2015-03-31,5.300000190734863,-0.1,3.690000057220459,3.619999885559082,BY1-2015/03/04,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,376.HK
2015-04-13,0376.HK,5.96999979019165,7.590000152587891,5.900000095367432,7.590000152587891,7.557057380676269,7002440,0.0,0.0,5.977202518553657,5.292780276852291,4.652721758123966,4.245630385979562,3.754409271693195,True,True,True,False,1.690000057220459,0.4199999662546011,0.6299999493819017,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2015/03/04,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,376.HK
2015-04-20,0376.HK,8.300000190734863,9.489999771118164,8.300000190734863,9.0,8.9609375,4799560,0.0,0.0,7.175117941162825,6.183058108191191,5.198509195539661,4.568429577311489,3.90606954172953,True,True,True,False,1.1899995803833008,0.6971427713121686,1.0457141569682529,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2015/03/04,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,376.HK
2015-06-01,0376.HK,25.0,25.0,20.0,22.64999961853028,22.551692962646484,42092023,0.0,0.0,9.988732791593272,7.614966065611981,5.882881368990274,4.926480469216812,4.055423566245871,True,True,True,False,5.0,0.746922988158006,1.120384482237009,HH,HHHLLH,20.5,2015-06-02,21.299999237060547,2015-06-04,22.5,0.1,20.0,20.0,TP3-2015/03/04,True,True,True,False,False,False,True,False,False,False,0.0,0,0,False,,,376.HK
2015-10-23,0376.HK,11.65999984741211,11.65999984741211,11.31999969482422,11.600000381469728,11.600000381469728,156000,0.0,0.0,11.59314843118264,11.490881392734554,11.723729972017937,11.482457301642237,9.092941290805848,False,False,False,False,0.3400001525878888,0.5058823192820832,0.7588234789231247,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2015/09/25,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,376.HK
2015-11-10,0376.HK,12.399999618530272,14.720000267028809,12.260000228881836,13.68000030517578,13.68000030517578,2105120,0.0,0.0,12.003797252589386,11.716432129210247,11.72837596594804,11.5290153420137,9.32976047760369,False,False,False,False,2.4600000381469727,0.4266665776570638,0.6399998664855957,HH,HHHLLH,12.5600004196167,2015-11-20,12.899999618530272,2015-11-23,13.260000228881836,0.06,11.020000457763672,10.800000190734863,TP2-2015/09/25,True,True,True,False,True,True,False,False,False,False,0.0,0,0,False,,,376.HK
